,CalllogID,Category,Content,Line,MemberLine,Speaker,content.split,Intent,IntentScore,IntentScoreConfidence,ChatIDLineCount
5119,371751,Member,领体验金怎么说安全等级不够 ,2,1,zq084275,领 体验 金 怎么 说 安全 等级 不够 ,-,0.0,0.0,2
5121,371752,Member,能帮我申请一下优惠am ,3,2,phr63540,能 帮 我 申请 一下 优惠 am ,promotion/优惠事宜,34.82,1.0,1
5122,371755,Member,申请500送250 ,2,1,liunw899,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5124,371757,Member,老虎机什么要求才能提款/ ,2,1,mmhh179,老虎机 什么 要求 才能 提款 / ,payment/withdrawal/如何计算提款流水,20.17,1.0,2
5126,371760,Member,我要申请1000送1000优惠券 ,2,1,syxcx5410,我 要 申请 1000 送 1000 优惠 券 ,promotion/38APP彩金,44.89,2.0,2
5128,371761,Member,你好申请流水红包 ,2,1,tblws7776,你好 申请 流水 红包 ,promotion/38APP彩金,29.38,1.0,1
5129,371762,Member,我想申请500送500的优惠 ,3,2,ljy15987,我 想 申请 500 送 500 的 优惠 ,promotion/优惠事宜,33.39,1.0,1
5130,371763,Member,申请 500+500 ,2,1,zzl333,申请 500+500 ,promotion/38APP彩金,26.91,1.0,2
5132,371764,Member,申请500送500 ,2,1,sunp8223,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5134,371765,Member,我下午的救援金怎么没有派发 ,2,1,sj342425,我 下午 的 救援金 怎么 没有 派发 ,promotion/要求免费彩金,25.11,1.0,2
5136,371766,Member,麻烦帮参加一些500送500优惠 ,4,2,zhhf886,麻烦 帮 参加 一些 500 送 500 优惠 ,-,0.0,0.0,1
5137,371767,Member,申请500送250 ,2,1,jyahong07,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5139,371768,Member,目前咱们网站有什么最新的优惠吗？ ,4,2,aa123456,目前 咱们 网站 有 什么 最新 的 优惠 吗 ？ ,promotion/优惠事宜,22.25,1.0,1
5140,371769,Member,存款24个小时   大概什么到啊   昨晚一点钟存的 ,2,1,qq8903,存款 24 个 小时 大概 什么 到 啊 昨晚 一点 钟 存 的 ,-,0.0,0.0,1
5141,371770,Member,你好 我是老帐号 你帮我查下 我能不能申请80%存送优惠吗 ,2,1,wtao86,你好 我 是 老 帐号 你 帮 我 查 下 我 能 不能 申请 80% 存 送 优惠 吗 ,-,0.0,0.0,2
5143,371771,Member,14点6分支付宝成功存了550没到账 ,2,1,ng618618,14 点 6 分支 付 宝成 功 存 了 550 没 到 账 ,-,0.0,0.0,2
5145,371772,Member,您好，我的账户被锁了，要重置密码，可是我点忘记密码发了邮件上的密码输入还是不能登录 ,2,1,magic00,您好 ， 我 的 账户 被 锁 了 ， 要 重置 密码 ， 可是 我 点 忘记密码 发 了 邮件 上 的 密码 输入 还是 不能 登录 ,account/password/忘记密码,23.25,1.0,2
5147,371773,Member,请问我能参加100%优惠活动吗 ,2,1,linzhen568,请问 我 能 参加 100% 优惠 活动 吗 ,-,0.0,0.0,2
5149,371774,Member,给我申请一下100%存送券 ,2,1,yhlstp88,给 我 申请 一下 100% 存 送 券 ,promotion/38APP彩金,22.17,1.0,2
5151,371775,Member,申请500送250 ,2,1,wachya909,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5153,371776,Member,查一下我有账户吗 ,2,1,hhh,查 一下 我 有 账户 吗 ,-,0.0,0.0,2
5155,371777,Member,美女 ,2,1,suran888,美女 ,-,0.0,0.0,2
5157,371778,Member,怎么进入不了游戏 ,2,1,Z199008,怎么 进入 不了 游戏 ,-,0.0,0.0,2
5159,371779,Member,"我是老帐号 我没打过AG 没打过MG 我能申请80% 首存送豪礼，开门行大运！活动吗？ 客服""杰拉德""已离开聊天。 ",2,1,wtao86,"我 是 老 帐号 我 没 打 过 AG 没 打 过 MG 我 能 申请 80% 首 存 送 豪 礼 ， 开门 行 大运 ！ 活动 吗 ？ 客 服 "" 杰拉德 "" 已 离开 聊天 。 ",-,0.0,0.0,2
5161,371780,Member,你们什么意思啊？ ,2,1,yizeruier,你们 什么 意思 啊 ？ ,-,0.0,0.0,2
5163,371781,Member,申请500送250 ,2,1,zhanhhz887,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5165,371782,Member,你好，请问我能申请那个80%的老虎机村送吗 ,2,1,a6217875,你好 ， 请问 我 能 申请 那个 80% 的 老虎机 村 送 吗 ,-,0.0,0.0,2
5167,371783,Member,申请500送250 ,2,1,shenli900,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5169,371784,Member,登录上去了，修改密码在哪里？ ,2,1,magic00,登录 上去 了 ， 修改 密码 在 哪里 ？ ,-,0.0,0.0,2
5171,371785,Member,�夏日炎炎乐悠悠 2000送2000、1000送1000、500送500、25倍投注流水 ,4,2,zha18898,� 夏日 炎炎 乐 悠悠 2000 送 2000、1000 送 1000、500 送 500、25 倍 投注 流水 ,-,0.0,0.0,1
5172,371786,Visitor,请问介绍好友有介绍费吗？ ,2,1,测试用户,请问 介绍 好友 有 介绍 费 吗 ？ ,-,0.0,0.0,2
5174,371787,Member,pt客服端账号前面加什么 ,2,1,hhh,pt 客 服 端 账号 前面 加 什么 ,bet/slot/pt/PT老虎机游戏账户,27.03,1.0,2
5176,371788,Member,嗯 ,4,2,tbtbh910920,嗯 ,common/谢谢,50.0,3.0,1
5177,371789,Member,申请500送250 ,2,1,wangcs007,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5179,371790,Member,给我申请一下500送250的存送券 ,2,1,zlwxhz88,给 我 申请 一下 500 送 250 的 存 送 券 ,promotion/38APP彩金,27.21,1.0,2
5181,371791,Member,申请500送500 ,3,2,afdatett2,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5182,371792,Member,微信转账 ,2,1,hw44848375,微信 转账 ,payment/deposit/wechat/微信转账存款,79.63,5.0,2
5184,371793,Member,申请转运红包 ,2,1,13304888a,申请 转运 红包 ,promotion/38APP彩金,38.46,2.0,2
5186,371794,Member,申请500送500 ,3,2,xuan596,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5187,371795,Member,美女 ,2,1,yuyu44581,美女 ,-,0.0,0.0,2
5189,371796,Member,申请500送500 ,3,2,afdatett2,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5190,371797,Member,存款要等24小时   必须要等24小时吗    昨晚存了   还没到 ,2,1,qq8903,存款 要 等 24 小时 必须 要 等 24 小时 吗 昨晚 存 了 还 没 到 ,-,0.0,0.0,2
5192,371798,Member,你好，我收到站内信，是存送优惠券有两张。我发给你可以帮我查一下那个优惠券可以使用？ ,2,1,lc1567,你好 ， 我 收到 站 内 信 ， 是 存 送 优惠 券 有 两张 。 我 发给 你 可以 帮 我 查 一下 那个 优惠 券 可以 使用 ？ ,promotion/38APP彩金,24.53,1.0,2
5194,371799,Member,你好，请问80%老虎机存送那个活动有什么游戏限制吗 ,2,1,hjl3515,你好 ， 请问 80% 老虎机 存 送 那个 活动 有 什么 游戏 限制 吗 ,-,0.0,0.0,2
5196,371800,Member,您好，请问手机号修改完一次了，后面就不能修改了？ ,2,1,magic00,您好 ， 请问 手机号 修改 完 一次 了 ， 后面 就 不能 修改 了 ？ ,-,0.0,0.0,2
5198,371801,Member,申请500送250 ,3,2,qiux9702,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,1
5199,371802,Member,刷下客户端 ,2,1,tb23456yong,刷 下 客户端 ,-,0.0,0.0,2
5201,371803,Member,申请500送500 ,2,1,lijian767,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5203,371804,Member,申请500送500 ,3,2,bnvnbtg3,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5204,371805,Member,申请500送500 ,4,2,dsafdf23,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5205,371806,Member,我今天零点用微信转账怎么现在都没到账 ,2,1,tbming678,我 今天 零点 用 微信 转账 怎么 现在 都 没 到 账 ,payment/deposit/wechat/微信转账存款,39.8,2.0,1
5206,371807,Member,是的  ,4,2,halu1777,是 的 ,-,0.0,0.0,1
5207,371808,Member,申请500送500 ,2,1,liweni890,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5209,371809,Member,您好提款怎么还没有到账啊 ,2,1,magic00,您好 提款 怎么 还 没有 到 账 啊 ,payment/没有到账,46.65,2.0,2
5211,371810,Member,美女 ,2,1,qing251314,美女 ,-,0.0,0.0,1
5212,371811,Member,申请500送500 ,3,2,liqinx89,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5213,371812,Member,申请500送500 ,3,2,sdafaz234,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5214,371813,Member,申请500送250 ,2,1,uytr5671,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5216,371814,Member,你好··可以帮我申请下存500送500得优惠码？ ,2,1,binxin951,你好 ·· 可以 帮 我 申请 下 存 500 送 500 得 优惠 码 ？ ,-,0.0,0.0,2
5218,371815,Member,申请500送500 ,3,2,doncuywq9,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5219,371816,Member,申请500送500 ,2,1,yuzh44561,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5221,371817,Member,申请500送500 ,3,2,dsafaw21,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5222,371818,Member,支行非正常退出 ,2,1,wei8339,支行 非正常 退出 ,-,0.0,0.0,2
5224,371819,Member,申请 500+500 ,2,1,llyymm88,申请 500+500 ,promotion/38APP彩金,26.91,1.0,2
5226,371820,Member,申请500送500 ,3,2,dsknkl21,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5227,371821,Member,我的提款怎么还没到账 ,2,1,Z199008,我 的 提款 怎么 还 没 到 账 ,payment/withdrawal/为何提款不到账,80.98,5.0,2
5229,371822,Member,我用微信转了一笔钱咋一直不到我帐户 ,2,1,333111W,我 用 微信 转 了 一笔 钱 咋 一直 不到 我 帐户 ,payment/deposit/wechat/微信转账存款,23.41,1.0,2
5231,371823,Member,申请500送250 ,2,1,lizhang77,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5233,371824,Member,村钱了 ,3,2,axg741741,村 钱 了 ,-,0.0,0.0,1
5234,371825,Member,怎么没到账 ,2,1,676099424,怎么 没 到 账 ,payment/没有到账,60.96,4.0,2
5236,371826,Member,申请500送250 ,3,2,afdah434,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,1
5237,371827,Member,请帮我查询下13408251263手机号注册的账号是多少 ,2,1,TBy8896520,请 帮 我 查询 下 13408251263 手机号 注册 的 账号 是 多少 ,-,0.0,0.0,2
5239,371828,Member,申请充500送500 ,2,1,z1j1g1,申请 充 500 送 500 ,payment/deposit/在线支付宝/京东支付/在线支付/银联支付无法充值,27.4,1.0,2
5241,371829,Member,nhao ,2,1,xvvcb344,nhao ,-,0.0,0.0,2
5243,371830,Member,我账号登不上去了 ,2,1,tbxiao8988,我 账号 登 不 上去 了 ,account/无法登陆乐天堂账号,49.11,2.0,2
5245,371831,Member,申请500送500 ,2,1,baohua345,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5247,371832,Member,申请500送500 ,3,2,dsajkj090,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5248,371833,Member,老子1000连个免费都没有？ ,2,1,hw44848375,老子 1000 连 个 免费 都 没有 ？ ,-,0.0,0.0,2
5250,371834,Member,你好··可以帮我申请下存500送500得优惠码？ ,2,1,juanr66,你好 ·· 可以 帮 我 申请 下 存 500 送 500 得 优惠 码 ？ ,-,0.0,0.0,2
5252,371835,Member,�夏日炎炎乐悠悠 2000送2000、1000送1000、500送500、25倍投注流水 �夏日炎炎乐悠悠 2000送1000、1000送500、500送250、15倍投注流水 ,2,1,ljy882018,� 夏日 炎炎 乐 悠悠 2000 送 2000、1000 送 1000、500 送 500、25 倍 投注 流水 � 夏日 炎炎 乐 悠悠 2000 送 1000、1000 送 500、500 送 250、15 倍 投注 流水 ,-,0.0,0.0,2
5254,371836,Member,申请500送500 ,3,2,wqqewt34,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5255,371837,Member,账号非正常退出 ,2,1,wei8339,账号 非正常 退出 ,-,0.0,0.0,2
5257,371838,Member,我申请的自助晋级奖金怎么没有  ,2,1,yxx123,我 申请 的 自助 晋级 奖金 怎么 没有 ,-,0.0,0.0,2
5259,371839,Member,申请500送500 ,3,2,duaxiao09,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5260,371841,Member,官网多少啊 ,2,1,123,官 网 多少 啊 ,portal/乐天堂电脑版网址,48.16,2.0,1
5261,371842,Member,最新的网址是什么  ,2,1,a95921005,最新 的 网址 是 什么 ,portal/乐天堂电脑版网址,48.2,2.0,1
5262,371843,Member,申请500送500 ,2,1,liang6697,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5264,371844,Member,申请500送500 ,4,2,uiouiop6,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5265,371845,Member,存款没到 ,2,1,676099424,存款 没 到 ,payment/deposit/为何存款尚未到账,48.14,2.0,2
5267,371846,Member,跳网站 ,2,1,a95921005,跳 网站 ,portal/网址被劫持,28.53,1.0,2
5269,371847,Member,申请500送500 ,2,1,shiff1245,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5271,371848,Member,申请500送500 ,3,2,luglew212,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5272,371849,Visitor,可以点卡充值吗？ ,2,1,可以点卡充值吗？,可以 点卡充值 吗 ？ ,-,0.0,0.0,2
5274,371850,Member,手机app账号前面需要加什么 ,2,1,qq,手机 app 账号 前面 需要 加 什么 ,-,0.0,0.0,1
5275,371851,Member,存1000送1000的活动还有吗 ,2,1,wjy198768,存 1000 送 1000 的 活动 还有 吗 ,-,0.0,0.0,2
5277,371852,Member,刷流水得积分是怎么弄的 ,2,1,TBw101525,刷 流水 得 积分 是 怎么 弄 的 ,-,0.0,0.0,2
5279,371853,Member,下载手机app老虎机pt怎么下 ,2,1,qq900324,下载 手机 app 老虎机 pt 怎么 下 ,portal/app/乐天堂PT APP 桌面/安卓下载版,41.36,2.0,2
5281,371854,Member,申请500送250 ,4,2,hanpp3e3,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,1
5282,371855,Member,申请500送500 ,2,1,asfaszaa12,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5284,371856,Member,跳网站 ,2,1,a95921005,跳 网站 ,portal/网址被劫持,28.53,1.0,2
5286,371857,Member,申请500送500 ,4,2,fdsg3239,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5287,371858,Member,3号用微信转的账怎么4号转账记录显示成功了，怎么号上没有分呢？ ,2,1,abcd57124,3 号 用 微信 转 的 账 怎么 4 号 转账 记录 显示 成功 了 ， 怎么 号 上 没有 分 呢 ？ ,-,0.0,0.0,2
5289,371859,Member,申请500送500 ,3,2,rfvbn456,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5290,371860,Member,申请500送500 ,3,2,asdzxue27,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5291,371861,Member,不玩了 ,2,1,qq6963727,不 玩 了 ,-,0.0,0.0,2
5293,371862,Member,申请500送250 ,4,2,afadfd234,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,1
5294,371863,Member,pt可以领百倍奖不啊？ ,2,1,sliping520,pt 可以 领 百倍 奖 不 啊 ？ ,-,0.0,0.0,2
5296,371864,Member,申请500送500 ,3,2,sdfgsm45,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5297,371865,Visitor,我支付宝转账成功了还没到账 ,2,1,他,我 支付宝转账 成功 了 还 没 到 账 ,payment/没有到账,30.01,1.0,2
5299,371866,Member,申请500送500 ,2,1,adsfaf221,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
5301,371867,Member,我要看二月份优惠活动 ,2,1,dlg123456,我 要 看 二月 份 优惠 活动 ,promotion/优惠事宜,38.71,2.0,2
5303,371868,Member,申请500送500 ,3,2,quiohao23,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5304,371869,Member,帮我关下客户端 ,2,1,vicent9,帮 我 关 下 客户端 ,-,0.0,0.0,2
5306,371870,Member,请问我的账户是不是锁了？ ,2,1,tbgc141242,请问 我 的 账户 是不是 锁 了 ？ ,-,0.0,0.0,2
5308,371871,Member,我想修改手机号码 ,4,2,yxd123456,我 想 修改 手机号 码 ,-,0.0,0.0,1
5309,371872,Member,申请500送250 ,2,1,swqqw334,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,2
5311,371873,Member,积分送什么、 客服 齐达内 传送了一个文件：积分.PNG ,2,1,hw44848375,积分 送 什么 、 客 服 齐达内 传送 了 一个 文件 ： 积分 . PNG ,-,0.0,0.0,2
5313,371874,Member,申请500送500 ,3,2,zzchenq233,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5314,371875,Member,你公司注册会员送彩金的吗 ,4,2,ljg888,你 公司 注册 会员 送 彩金 的 吗 ,promotion/注册彩金,30.51,1.0,1
5315,371876,Member,帮我查下存款怎么不到账 ,2,1,mac1985,帮 我 查 下 存款 怎么 不到 账 ,payment/deposit/为何存款尚未到账,33.04,1.0,2
5317,371877,Member,申请500送250 ,3,2,wanghahx22,申请 500 送 250 ,promotion/38APP彩金,39.4,2.0,1
5318,371878,Member,申请500送500 ,4,2,liuyxin262,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,1
5319,371879,Member,那个什么海母放心购？ ,2,1,tbzsf123123,那个 什么 海 母 放心 购 ？ ,-,0.0,0.0,2
5321,371880,Member,请问100%优惠怎么申请？ ,3,2,xuefeng568,请问 100% 优惠 怎么 申请 ？ ,promotion/sportsbook/100% 首次体育投注返还,22.17,1.0,1
5322,371881,Member,我几小时前存款成功了，为什么到现在都还没有到账 ,2,1,way123,我 几 小时 前 存款 成功 了 ， 为什么 到 现在 都 还 没有 到 账 ,payment/deposit/为何存款尚未到账,23.02,1.0,2
5324,371882,Member,你们放过我吧   我真的输不起了 ,2,1,TBw101525,你们 放过 我 吧 我 真的 输 不 起 了 ,-,0.0,0.0,2
5326,371884,Member,通关奖金几点送 ,2,1,yangzi8,通关 奖金 几点 送 ,-,0.0,0.0,1
5327,371885,Member,可以帮我申请下存500送500得优惠码？ ,3,2,yuanx121,可以 帮 我 申请 下 存 500 送 500 得 优惠 码 ？ ,-,0.0,0.0,1
5328,371886,Member,�夏日炎炎乐悠悠 2000送2000、1000送1000、500送500、25倍投注流水  这个优惠我能参加吗？ ,4,2,xyh547810,� 夏日 炎炎 乐 悠悠 2000 送 2000、1000 送 1000、500 送 500、25 倍 投注 流水 这个 优惠 我 能 参加 吗 ？ ,-,0.0,0.0,1
5329,371887,Member,美女 ,2,1,liao51288,美女 ,-,0.0,0.0,2
5331,371888,Member,客户端进不去。 ,2,1,kktbcs5,客户端 进 不 去 。 ,portal/无法登入,26.34,1.0,2
5333,371889,Member,你们PT平台有客户端吗 ,4,2,xsq770726,你们 pt 平台 有 客户端 吗 ,portal/app/乐天堂PT APP 桌面/安卓下载版,36.65,2.0,1
5334,371890,Member,我是老会员了  有生日礼金领吗 ,2,1,duan251489,我 是 老 会员 了 有生 日 礼金 领 吗 ,-,0.0,0.0,2
5336,371892,Member,嗯 ,3,1,way123,嗯 ,common/谢谢,50.0,3.0,2
5338,371893,Member,我这个存款   微信转银行卡那个    存不了 ,2,1,qq8903,我 这个 存款 微信 转 银行卡 那个 存 不了 ,payment/deposit/wechat/微信转账存款,36.32,2.0,2
5340,371894,Member,100%优惠怎么参加？ ,3,2,fgf558795,100% 优惠 怎么 参加 ？ ,-,0.0,0.0,1
5341,371895,Member,到底能不能领注册彩金了 ,2,1,tyc19800412,到底 能 不能 领 注册 彩金 了 ,promotion/注册彩金,23.78,1.0,2
5343,371896,Member,美女 ,2,1,juan6886,美女 ,-,0.0,0.0,2
5345,371897,Member,请问下存500送500得优惠是怎么申请得吖？ ,2,1,henhao321,请问 下 存 500 送 500 得 优惠 是 怎么 申请 得 吖 ？ ,-,0.0,0.0,2
5347,371898,Member,我这个微信转账  存款存不了 ,2,1,qq8903,我 这个 微信 转账 存款 存 不了 ,payment/deposit/wechat/微信转账存款,51.81,3.0,2
5349,371900,Member,优惠券过期了不能用了吗？ ,2,1,l,优惠 券 过期 了 不能 用 了 吗 ？ ,promotion/38APP彩金,34.0,1.0,2
5351,371901,Member,存1000  存500  送100%的这些优惠我可以参加吗 ,4,2,rongt5418,存 1000 存 500 送 100% 的 这些 优惠 我 可以 参加 吗 ,-,0.0,0.0,1
5352,371902,Member,你们上次搞得填写问卷 ,2,1,1111,你们 上次 搞 得 填写 问卷 ,-,0.0,0.0,2
5354,371903,Member,怎么提款失败，帐上钱没有了 ,2,1,tbch206667,怎么 提款 失败 ， 帐 上 钱 没有 了 ,payment/withdrawal/为何提款不到账,23.97,1.0,2
5356,371904,Member,忘记用户名和密码 ,2,1,ngnnnx,忘记 用户名 和 密码 ,account/忘记用户名,38.93,2.0,2
5358,371905,Member,帮我申请500送500 ,2,1,lutianjie,帮 我 申请 500 送 500 ,promotion/38APP彩金,34.13,1.0,2
5360,371906,Member,yxc111  申请2000+2000 ,2,1,v,yxc111 申请 2000+2000 ,promotion/38APP彩金,26.91,1.0,2
5362,371907,Member,美女 ,2,1,zhong2236,美女 ,-,0.0,0.0,2
5364,371908,Member,有微信客服吗 ,2,1,zzq584520,有 微信 客 服 吗 ,payment/deposit/wechat/微信转账存款,41.43,2.0,2
5366,371910,Member,yxc111  优惠劵半天不发 ,2,1,v,yxc111 优惠 劵 半天 不 发 ,-,0.0,0.0,1
5367,371911,Member,帮我申请好存500送500的优惠了吗 ,2,1,zhong2236,帮 我 申请 好 存 500 送 500 的 优惠 了 吗 ,promotion/优惠事宜,24.75,1.0,2
5369,371912,Member,? ,2,1,tbtbz305999126,? ,-,0.0,0.0,1
5370,371913,Member,"我之前生日的时候领取不了礼金,说我存款不苟, 和我说等存款够了 .在找你们 领取也一样.  ",2,1,tb123wxh,"我 之前 生日 的 时候 领取 不了 礼金 , 说 我 存款 不 苟 , 和 我 说 等 存款 够 了 . 在 找 你们 领取 也 一样 . ",-,0.0,0.0,2
5372,371914,Member,微信怎么存款 ,2,1,1,微信 怎么 存款 ,payment/deposit/wechat/微信转账存款,83.9,5.0,2
5374,371915,Member,寻求实力老公司，老平台，引流最新渠道劫持  稳定量大优惠，超乎你想象。 费率超低 通道齐全 资金安全 一手劫持 先测试满意在合作 劫持全行业接入BC   SSC   LH   CP！需要联系QQ：11773606   ,2,1,aSDa,寻求 实力 老公 司 ， 老 平台 ， 引流 最新 渠道 劫持 稳定 量 大 优惠 ， 超乎 你 想象 。 费率 超低 通道 齐全 资金 安全 一手 劫持 先 测试 满意 在 合作 劫持 全行 业 接入 bc ssc lh cp ！ 需要 联系 qq：11773606 ,portal/网址被劫持,25.64,1.0,1
5375,371916,Member,我提款未到账 ,4,2,cs2909,我 提款 未 到 账 ,payment/withdrawal/为何提款不到账,39.85,2.0,1
5376,371917,Member,累计积分在哪里能看到 ,2,1,yucheng22,累计 积分 在 哪里 能 看到 ,-,0.0,0.0,2
5378,371918,Member,tbxl930618 ,2,1,tbxl930618,tbxl930618 ,-,0.0,0.0,2
5380,371919,Member,我的通过奖励为什么只有28元？ ,2,1,ww1575636,我 的 通过 奖励 为什么 只有 28 元 ？ ,-,0.0,0.0,2
5382,371920,Member,我的取款去哪里了 ,4,2,zwyds89,我 的 提款 去 哪里 了 ,payment/银行账户在哪里？,34.46,1.0,1
5383,371921,Member,如何申请彩金 ,2,1,xuzilin,如何 申请 彩金 ,promotion/38APP彩金,52.68,3.0,2
5385,371922,Member,问下通关奖金发了吗 ,4,2,tbwjr666888,问 下 通关 奖金 发 了 吗 ,-,0.0,0.0,1
5386,371923,Member,我的账号绑定的手机号没有用了，怎么办 ,4,2,a357865525,我 的 账号 绑定 的 手机号 没有 用 了 ， 怎么办 ,-,0.0,0.0,1
5387,371924,Member,领取生日彩金 ,2,1,4677,领取 生日 彩金 ,promotion/要求免费彩金,26.74,1.0,2
5389,371925,Member,请问这个是那个游戏了。 ,2,1,tbw60137367,请问 这个 是 那个 游戏 了 。 ,-,0.0,0.0,2
5391,371926,Member,段旭存款300.25 ,2,1,dx0925,段 旭 存款 300 . 25 ,payment/deposit/存款,85.81,5.0,2
5393,371927,Member,我还能申请夏日炎炎乐悠悠  ,4,2,ww5168,我 还 能 申请 夏日 炎炎 乐 悠悠 ,-,0.0,0.0,1
5394,371928,Member,我想申请充值的那个存送。 ,4,2,tb708708,我 想 申请 充值 的 那个 存 送 。 ,promotion/38APP彩金,20.76,1.0,1
5395,371929,Member,你好，我提款为什么取消了 ,2,1,h65t0ox6,你好 ， 我 提款 为什么 取消 了 ,payment/withdrawal/取消提款申请,63.36,4.0,2
5397,371930,Member,申请保险投注奖金 ,2,1,zm369369,申请 保险 投注 奖金 ,promotion/sportsbook/100% 首次体育投注返还,22.35,1.0,2
5399,371931,Member,申请优惠活动 ,4,2,kmjsza147,申请 优惠 活动 ,promotion/优惠事宜,44.28,2.0,1
5400,371932,Member,QT维护吗？ ,2,1,6556,qt 维护 吗 ？ ,common/无法登入乐天堂页面/体育页面/真人页面/游戏页面,44.57,2.0,2
5402,371933,Visitor,账号 cz8080   我第二个优惠劵代码怎么提示不存在呢  第一张我已经使用  ,3,1,方式度过地方,账号 cz8080 我 第二个 优惠 劵 代码 怎么 提示 不 存在 呢 第一张 我 已经 使用 ,-,0.0,0.0,2
5404,371934,Member,zaima  ,2,1,zwyds89,zaima ,-,0.0,0.0,2
5406,371935,Member,存款没有到你 ,2,1,a1a18888,存款 没有 到 你 ,payment/deposit/存款申请状态,31.75,1.0,2
5408,371936,Member,刚刚存款没到账 ,3,2,TBwT190419,刚刚 存款 没 到 账 ,payment/deposit/为何存款尚未到账,38.18,2.0,1
5409,371937,Member,请问 有注册彩金吗 ,2,1,jj,请问 有 注册 彩金 吗 ,promotion/注册彩金,60.62,4.0,1
5410,371938,Member,恭喜您在DT 决战世界杯活动中获得了奖金，请您在副账户中注意查收哦~  ,2,1,tb1388ww,恭喜 您 在 DT 决战 世界杯 活动 中 获得 了 奖金 ， 请 您 在 副 账户 中 注意 查 收 哦 ~ ,-,0.0,0.0,2
5412,371939,Member,我的存款没到账？ ,2,1,min8333,我 的 存款 没 到 账 ？ ,payment/deposit/为何存款尚未到账,57.98,3.0,2
5414,371940,Member,查了没有 ,2,1,TBwT190419,查 了 没有 ,-,0.0,0.0,2
5416,371941,Member,我玩大蓝免费游戏进不去 ,2,1,998yang,我 玩 大 蓝 免费 游戏 进 不 去 ,-,0.0,0.0,2
5418,371942,Member,怎么没有收到优惠卷活动啊 ,4,2,kmjsza147,怎么 没有 收到 优惠 卷 活动 啊 ,promotion/优惠事宜,20.33,1.0,1
5419,371943,Member,你好   ，系统提示你在DT世界杯活动中获得奖金，到现在还没到账? ,2,1,skl022319,你好 ， 系统 提示 你 在 DT 世界杯 活动 中 获得 奖金 ， 到 现在 还 没 到 账 ? ,-,0.0,0.0,2
5421,371944,Member,收到短信说什么100到账300是什么活动 ,2,1,123,收到 短信 说 什么 100 到 账 300 是 什么 活动 ,-,0.0,0.0,2
5423,371945,Member,提款怎么回事 ,2,1,qq6963727,提款 怎么 回事 ,payment/withdrawal/提款,34.35,1.0,2
5425,371946,Member,微信转账没到帐 ,2,1,tbghj0281,微信 转账 没 到 帐 ,payment/deposit/wechat/微信转账存款,45.38,2.0,2
