Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,Answer Key
betway,cn,user,Portal/App,必威手机版APP下载步骤,1,"您可以根据您的手机设备点击以下提供选项，获取下载链接或扫码下载：
 
<intentlink>必威安卓APP下载版</intentlink>
 
<intentlink>必威苹果APP下载版</intentlink>","app在哪里下啊
在哪里下载app
精简版给我发下
下载客户端
下载二维码
麻烦问一下你们手机app的下载地址
给个最新必威app的下载
这个是不是你们的软件？
把这个软件链接发给我
给我发一个客户端下载二维码
App下载
如何下载手机客户端
发给下载连接给我
有必威APP？
麻烦推一下二维码给我我要重新下一下客户端
App怎么下
app下载链接
怎么下载手机客户端
在哪里下载手机客户端
怎么下载app
我要下载app
下载app的二维码在哪
我想下客户端
你们客户端咋下
有什么简单的方式下你们网站的客户端吗
怎么下载客户端啊
怎么下载APP啊
我要下载你们的软件，在哪里可以下载
老虎机客户端
给我下载链接
给我一个app二维码
亲，给我个app链接",Mobile App Download Instructions,betway.cn.Portal/App
betway,cn,user,Portal/App,必威手机版APP更新步骤,1,"您可以按照您的手机设备(安卓/苹果)点击以下的选项更新您的手机APP哦！
 
<intentlink>如何更新/重新下载必威安卓APP</intentlink>
 
<intentlink>如何更新/重新下载必威苹果APP</intentlink>","app怎么更新
我要更新app
给我更新app的步骤
我怎么更新我的手机APP啊
怎么更新app
苹果手机怎么更新APP
如何更新APP
发布新版本了吗？要怎么更新啊
有没有更新步骤，不会更新你们的APP
怎么更新到最新版本？
IOS系统怎样更新APP啊
苹果手机更新APP失败
手机更新APP失败",Mobile App Update Instructions,betway.cn.Portal/App
betway,cn,user,Portal/App,必威游戏APP 安卓/苹果下载版,1,"您可以按照您的手机系统点击以下的选项下载相应设备的手机下载版：
 
<intentlink>必威游戏APP安卓下载版</intentlink>
 
<intentlink>必威游戏APP苹果下载版</intentlink>","老虎机app发一下
老虎机app发下链接
请问有没有老虎机app？
老虎机app地址给一个
你们有老虎机app的链接吗
可以给个老虎机的app链接吗
请问哪里下载老虎机app
老虎机app发个地址来谢谢
我要下载老虎机app
有没有单一老虎机游戏的APP
有没有老虎机APP？
老虎机客户端",Games APP Android/IOS version,betway.cn.Portal/App
betway,cn,user,Portal/App,必威的桌面/手机下载版,1,"必威有以下设备和系统的APP下载版，请根据您的设备系统进入以下选项：
 
<intentlink>安卓系统下载版</intentlink>
 
<intentlink>苹果系统下载版</intentlink>
 
<intentlink>桌面下载版</intentlink>","必威有什么客户端
必威有什么APP
必威有什么app
你们家有什么app
请介绍一下你们有的app
可以知道你们有什么游戏的客户端吗
你们有什么app我可以直接下载
我找不到你们的app在哪里
必威有什么app的我懒惰找
我想知道你们有什么客户端下载版
你们现在都有什么APP？
有APP吗
有软件可以下载吗？",Desktop/Mobile Download version,betway.cn.Portal/App
betway,cn,user,Portal/App,必威真人APP 安卓/苹果下载版,1,"请按照您的手机系统点击以下的选项下载相应设备的手机下载版：   
 
<intentlink>必威真人APP安卓下载版</intentlink>
 
<intentlink>必威真人APP苹果下载版</intentlink>","真人app发一下
真人app发下链接
下载必威真人app
有没有真人APP可以下载？
我要下载单一的真人APP，有没有？
你们只有体育APP吗，没有真人的？
真人有app不
有打牌的APP吗
我只玩百家乐，有没有APP就只是玩弄百家乐的而已？
哪个APP是可以玩真人的？
有没有真人APP",Live Dealer APP Android/IOS version,betway.cn.Portal/App
betway,cn,user,Portal/App/Android,如何更新/重新下载APP安卓下载版,1,"请根据以下步骤操作：
 
（1）卸载旧版本必威 APP 
（2）重新扫描二维码下载，下载完成后在手机中保存此文件并且安装 
（3）安装完毕后，运行APP 
（4）点击【批准手机的访问权限】及【允许在其他应用上层显示】
 
 
忘记了下载链接或者忘了保存二维码？不要慌~~~请点入重新下载呗：<intentlink>必威APP安卓下载版</intentlink>","如何更新必威安卓APP
好卡，我想把安卓app卸载，从新安装怎么操作？
安卓app怎么更新
怎么更新安卓的APP
怎么更新安卓的app
我要更新安卓app
我要重新安装app该怎么做
安卓的又显示软件包有问题无法安装
你们的app安装不了
卸载后重新安装可以获取吗
我卸载又重新安装还是不行
能否尝试重新安装
安装后仍然无法存款
我用安卓的手机一样安装不了
下载的app怎么出现错误",How to update Android App,betway.cn.Portal/App/Android
betway,cn,user,Portal/App/Android,必威APP安卓下载版/安装步骤,1,"以下是【安卓APP手机下载版】，请点入您想要下载的APP和参阅以下的安装步骤：
 
（I）扫描二维码下载，下载完成后在手机中保存此文件并且安装 
（II）安装完毕后，运行APP 
（III）点击【批准手机的访问权限】及【允许在其他应用上层显示】
 
<intentlink>体育APP 安卓下载版</intentlink>
 
<intentlink>简易版APP 安卓下载版</intentlink>
 
<intentlink>真人APP 安卓下载版</intentlink>
 
<intentlink>游戏APP 安卓下载版</intentlink>
 
<intentlink>PT游戏APP 安卓下载版</intentlink>
 
 
您是不是遇到以下问题：
 
<intentlink>无法登入或下载APP安卓下载版</intentlink>
 
<intentlink>搞错了！我想下载必威APP苹果下载版</intentlink>","你好麻烦给我发一下安卓客户端的链接
有没有安卓手机客户端
安卓手机APP在哪下
请发安卓App
安卓有吗
安卓的在哪下载客户端
发个app安装链接给我，可以么？安卓版的
安卓下载教程麻烦发给我一下
安卓下载链接
来一个安卓的下载链接
安卓下载网址多少
安卓下载网址
发个App的二维码给我，安卓版
有安卓app下载地址吗？
安卓的你们网址
安卓版下载链接给我呗
你好，必威的安卓版链接有么
给我发一个安卓客户端下载方式
安卓手机哪里下载APP
好，我想问下有必威安卓手机客户端的链接么
你好，我下载必威安卓手机版的客户端
怎么下载APP，安卓系统
安卓app下载链接
现在有没有安卓系统的链接
安卓版有没有新版本，
这个安卓没有客户端吗？
安卓客户端咋安装
给个安卓app链接
给我一个安卓的下载地址
安卓的怎么下载呢
给个最新的app安卓地址
请发一个安卓手机APP下载链接
给个app链接安卓的
安卓手机客户端
你们有没有手机安卓系统用的APP?
请问安卓版的手机怎么安装必威流程，可以发说明给我吗
发个下载的二维码给我，安卓的
安卓下载给我发下
给我一个安卓的
有没有直接下安卓的app网址呀
手机客户端怎么下我手机是安卓的
vivo/oppo手机可以下载客户端吗
我手机是安卓的可以下载APP吗
必威有什么客户端使用的安卓手机",How to install Android App,betway.cn.Portal/App/Android
betway,cn,user,Portal/App/Android,必威体育APP 安卓下载版,1,"【必威精装版APP 安卓下载版】
请扫描以下二维码下载：
 
温馨提醒：记得点击【批准手机的访问权限】及【允许在其他应用上层显示】哦
 
<image>QR Code Scan picture<image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP安卓下载版</intentlink>","我要下载必威真人app安卓的
我找不到精装版APP安卓的
安卓的精装版APP在哪里
我要下载精装版安卓
安卓的精装版
精装版安卓app给个链接
必威精装版app安卓版
必威精装版在安卓版app下载地址给一个
能给个安卓版的必威精装版app地址么
给一个链接必威精装版app安卓的
你们必威精装版安卓版app有链接吗
可以给个精装版安卓版的app链接吗
必威精装版有安卓版app吗
我要下载app体育，安卓的
安卓体育APP给个链接
给一个链接必威安卓体育APP
你们必威体育app有链接吗？
有没有体育安卓APP的下载链接
下载链接发我，体育安卓的
安卓体育APP的下载链接有吗",Sportsbook APP Android version,betway.cn.Portal/App/Android
betway,cn,user,Portal/App/Android,必威体育简易版APP 安卓下载版,1,"【必威体育简易版APP 安卓下载版】
是方便游戏体育的玩家，操作简易，仅能投注游戏，是无法操作存提款的一个简易版APP哦~
 
以下链接是必威体育简易版APP下载版，请点击下载：
 
https://www.fz8y.com/Downloads/NativeApp/betway88.apk
 
 
或者扫码下载：
 
温馨提醒：记得点击【批准手机的访问权限】及【允许在其他应用上层显示】哦
 
<image>QR Code Scan picture</image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP安卓下载版</intentlink>","下载必威体育简易版安卓APP
怎样下载简易版投注APP？
我要下简易版，给个链接
简易版是什么，怎么下载啊
怎么下啊，简易版？
要去哪里下载简易版的APP
我要下体育简易版的，给个链接
给个链接下载简易版投注软件
给个二维码下载简易版投注软件
有没有下载简易版的链接或者二维吗？
可以给个简易版下载链接吗
简易版APP无法存款吗？",Sportsbook Simplified APP Android version,betway.cn.Portal/App/Android
betway,cn,user,Portal/App/Android,必威游戏APP 安卓下载版,1,"以下是【必威游戏APP 安卓下载版】，请点击链接下载：
 
https://www.fz8y.com/Downloads/betway-slot.apk?v=1.1.1
 
 
或者扫码下载：   
 
温馨提醒：要记得点击【批准手机的访问权限】及【允许在其他应用上层显示】哦 
 
<image>QR Code Scan picture</image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP安卓下载版</intentlink>","如何下载必威游戏安卓版
哪里下载必威游戏安卓版
我要下载游戏安卓版
有没有安卓版的老虎机客户端
请问必威有没有安卓版的老虎机app
发个老虎机安卓版app链接来
安卓版游戏app给个链接
必威游戏app安卓版
必威老虎机安卓版app
老虎机app给个链接安卓版的
必威老虎机安卓版app下载地址给一个
能给个必威老虎机安卓版app地址么
给一个链接必威老虎机安卓版app
给一个链接必威游戏安卓版app
你们必威老虎机app安卓版的有链接吗？",Games App Android,betway.cn.Portal/App/Android
betway,cn,user,Portal/App/Android,必威真人APP 安卓下载版,1,"以下链接是【必威真人APP 安卓下载版】，请点击下载：
 
https://www.fz8y.com/Downloads/betway-livecasino.apk?v=1.1.1
 
 
或者扫码下载：   
 
温馨提醒：要记得点击【批准手机的访问权限】及【允许在其他应用上层显示】哦 
 
<image>QR Code Scan picture</image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP安卓下载版</intentlink>","如何下载必威真人安卓版
我要下载必威真人app安卓的
必威真人安卓版app给个链接
必威真人app安卓版
必威真人在安卓版app下载地址给一个
能给个安卓版的必威真人app地址么
给一个链接必威真人app安卓的
你们必威真人安卓版app有链接吗
可以给个真人娱乐场安卓版的app链接吗
必威真人娱乐场有安卓版app吗
真人安卓app",Live Dealer App Android,betway.cn.Portal/App/Android
betway,cn,user,Portal/App/IOS,如何更新/重新下载APP苹果下载版,1,"请根据以下步骤哦：   
 
（1）卸载旧版本必威 APP 
（2）重新扫描二维码下载，下载完成后在手机中保存此文件 
（3）进入手机中的【设置】 => 【通用】 => 【设备管理】 
（4）点击 【Guangzhou Juhuang Network Technology】 或 【KASTANI TEENINDUS OU】 信任此应用 
（5）设置成功后，就能立即使用 APP 进行游戏】     
 
忘记了下载链接或者忘了保存二维码？不要慌~~~点击以下重新下载呗：<intentlink>必威APP苹果下载版</intentlink> ","如何更新必威苹果APP
怎样重新下载苹果软件
苹果APP很卡，怎么弄
怎么重新安转苹果app
苹果app一直进不去
苹果app显示错误信息进不去
苹果app下载总是无法下载完成一直在转圈
如何重新设置一个新的苹果app
我想要更新一个新的苹果app怎么做
苹果app一直打开不了怎么回事
我下载了苹果app但是打不开为什么
",How to update IOS App,betway.cn.Portal/App/IOS
betway,cn,user,Portal/App/IOS,必威APP苹果下载版/安装步骤,1,"以下是【苹果APP手机下载版】，请点入您想要下载的APP和参阅以下的安装步骤：   
 
（I）扫描二维码下载，下载完成后在手机中保存此文件并且安装  
（II）安装完毕后，运行APP  
（III）点击【批准手机的访问权限】及【允许在其他应用上层显示】  
 
 <intentlink>体育APP 苹果下载版</intentlink>
 
 <intentlink>体育简易版APP 苹果下载版</intentlink>
 
 <intentlink>真人APP 苹果下载版</intentlink>
 
 <intentlink>游戏APP 苹果下载版</intentlink>
 
 
 您是不是遇到以下问题：   
 
<intentlink>无法登入或下载APP苹果下载版</intentlink>
 
<intentlink>搞错了！我想下载必威APP安卓下载版</intentlink>","我朋友苹果手机想下载了怎么下载
你们这个软件，客户端苹果手机不能下载吗
ios版app怎么下载？
发个苹果客户端二维码
有必威的ios客户端吗
苹果手机那里下APP
我要下载苹果app
必威苹果app发我一个二维码
苹果APP有吗
苹果app怎么下载
必威苹果App发下谢谢
苹果app二维码
发个苹果app的下载二维码可以吗
苹果app下载地址
苹果app有的吗？
给个苹果app
发一个苹果app给我
麻烦您再给我下载苹果APP的网站一下
苹果app下载链接给我一个
苹果app下载链接
必威有什么客户端使用的苹果手机",How to install IOS App,betway.cn.Portal/App/IOS
betway,cn,user,Portal/App/IOS,必威体育APP 苹果下载版,1,"以下是【必威体育APP 苹果下载版】，请进行扫码下载：   
 
（1）扫描二维码下载，下载完成后在手机中保存此文件 
（2）进入手机中的【设置】 => 【通用】 => 【设备管理】 
（3）点【Guangzhou Juhuang Network Technology】 或 【KASTANI TEENINDUS OU】 信任此应用 
（4）设置成功后，就能立即使用 APP 进行游戏
 
<image>QR Code Scan Picture</image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP苹果下载版</intentlink>","如何下载必威体育苹果APP
必威苹果体育app给个链接
体育苹果app下载地址给一个
能给个苹果版的体育app地址么
给一个链接体育app苹果的
你们必威体育苹果app有链接吗
可以给个体育苹果app链接吗
必威体育体育有苹果版app吗
苹果体育app来个链接
苹果体育app给个链接
苹果体育app发个地址来
体育APP苹果版
苹果版体育app",Sportsbook IOS App,betway.cn.Portal/App/IOS
betway,cn,user,Portal/App/IOS,必威体育简易版APP 苹果下载版,1,"以下是【必威体育简易版APP 苹果下载版】，请进行扫码下载：   
 
（1）扫描二维码下载，下载完成后在手机中保存此文件 
（2）进入手机中的【设置】 => 【通用】 => 【设备管理】
（3）点击 【Guangzhou Juhuang Network Technology】 或 【KASTANI TEENINDUS OU】 信任此应用 
（4）设置成功后，就能立即使用 APP 进行游戏
 
<image>QR Code Scan Picture</image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP苹果下载版</intentlink>","如何下载必威体育简易版苹果APP
苹果简易版
我要下载苹果简易版app
必威简易版苹果app
必威苹果简易版app给个链接
体育简易版苹果app下载地址给一个
能给个苹果版的简易版app地址么
给一个链接简易版app苹果的
你们必威简易版苹果app有链接吗
可以给个简易版苹果app链接吗
必威体育简易版有苹果版app吗
苹果简易版来个链接
苹果简易版给个链接
苹果简易版发个地址来",Sportsbook Simplified IOS App,betway.cn.Portal/App/IOS
betway,cn,user,Portal/App/IOS,必威游戏APP 苹果下载版,1,"以下是【必威游戏APP 苹果下载版】，请进行扫码下载：
 
（1）扫描二维码下载，下载完成后在手机中保存此文件 
（2）进入手机中的【设置】 => 【通用】 => 【设备管理】 
（3）点击 【Guangzhou Juhuang Network Technology】 或 【KASTANI TEENINDUS OU】 信任此应用 
（4）设置成功后，就能立即使用 APP 进行游戏
 
<image>QR Code Scan Picture</image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP苹果下载版</intentlink>","如何下载必威游戏苹果APP
必威苹果游戏app给个链接
必威苹果老虎机app给个链接
游戏苹果app下载地址给一个
老虎机苹果app下载地址给一个
能给个苹果版的游戏app地址么
能给个苹果版的老虎机app地址么
给一个链接游戏app苹果的
给一个链接老虎机app苹果的
你们必威游戏苹果app有链接吗
你们必威老虎机苹果app有链接吗
可以给个游戏苹果app链接吗
可以给个老虎机苹果app链接吗
必威游戏有苹果版app吗
苹果老虎机app给个链接
苹果游戏app发个地址来
苹果老虎机app发个地址来
游戏APP苹果版
老虎机APP苹果版
老虎机苹果版app",Games IOS App,betway.cn.Portal/App/IOS
betway,cn,user,Portal/App/IOS,必威真人APP 苹果下载版,1,"以下是【必威真人APP 苹果下载版】，请进行扫码下载：    
 
（1）扫描二维码下载，下载完成后在手机中保存此文件 
（2）进入手机中的【设置】 => 【通用】 => 【设备管理】
（3）点击 【Guangzhou Juhuang Network Technology】 或 【KASTANI TEENINDUS OU】 信任此应用 
（4）设置成功后，就能立即使用 APP 进行游戏
 
<image>QR Code Scan Picture</image>
 
您可能会遇到的问题：<intentlink>无法登入/无法下载APP苹果下载版</intentlink>","如何下载必威真人苹果APP
我要下载必威真人app苹果的
必威真人苹果版app给个链接
必威真人在苹果版app下载地址给一个
能给个苹果版的必威真人app地址么
给一个链接必威真人app苹果的
你们必威真人苹果版app有链接吗
可以给个真人娱乐场苹果版的app链接吗
必威真人娱乐场有苹果版app吗
有没有娱乐场苹果app",Live Dealer IOS App,betway.cn.Portal/App/IOS
betway,cn,user,Portal/App/PT,必威PT手机客户端,1,"这是【手机版PT客户端】，目前仅支持安卓系统哦~ 请您点击以下链接下载即可：
 
https://www.ifeellukcy.com/Downloads/BW_PT_ZH.apk
 
您可能会遇到的问题：<intentlink>无法登入/下载失败</intentlink>","pt有没有app
pt有没有客户端
我想要下载pt的app
请问你们的PT有APP吗？
我找不到pt游戏的app
PT的app在哪里我找不到
有没有ptapp
如何下载pt的手机客户端
pt手机APP在哪下
有没有pt手机客户端
你好，我下载必威pt手机版的客户端
好，我想问下有必威pt手机客户端的链接么",PT Mobile App,betway.cn.Portal/App/PT
betway,cn,user,Portal/App/PT,必威PT桌面客户端,1,"这是【桌面版PT客户端】，请您点击以下链接下载即可：  
 
https://www.ifeellukcy.com/Downloads/setupglx.exe
 
请注意：仅支持桌面 WINDOWS 7 及以上系统哦！！","如何下载PT桌面客户端
在哪里可以下载桌面版的ptapp
我要下载pt桌面版app
桌面版的PT客户端
桌面版的PTapp
有没有桌面版的ptapp
桌面版的ptapp
没有电脑版的pt客户端吗
请问怎样下载电脑版的ptapp呢
我找不到电脑版本的pt客户端
电脑版的ptAPP有吗
我想下载电脑的ptapp有没有
你们有没有电脑的ptapp
pt电脑版app",PT Desktop App,betway.cn.Portal/App/PT
betway,cn,user,Portal/App/Betway,必威APP桌面下载版,1,"这是【必威APP桌面下载版】，请您点击以下链接下载即可：     
 
https://www.ifeellukcy.com/downloads/betwaysetup.exe   
 
请注意：仅支持桌面 WINDOWS 7 及以上系统哦！！","如何下载必威桌面客户端
我电脑可以下你们的体育客户端吗
我要电脑版的必威的app
有没有必威体育电脑版下载
有没有必威体育桌面版下载
桌面版体育客户端
体育电脑版app
你们有没有电脑版的体育app
我找不到你们必威桌面版的app
我找不到你们必威桌面版的客户端
桌面app的网址发来
电脑版客户端的链接来一个
请问您有没有电脑版本的体育app
必威有桌面版的app吗？
我想要下载荧幕上的客户端
我找不到你们电脑版的app",Betway Desktop App,betway.cn.Portal/App/Betway
betway,cn,user,Portal/CS-Contact,在线客服网页版无法使用,1,"您可以根据以下方法进行操作以获取联系必威客服：
 
1. 浏览器<intentlink>清除缓存</intentlink>/更换至推荐浏览器 (谷歌/火狐)
 
2. 下载<intentlink>必威在线客服APP</intentlink>","为啥手机网页在线客服不能用
哪里可以联系你们
朋友联系不上你们
为什么找不上你们
找不到在线客服
客服窗口打不开
为什么点在线客服进不去
为什么点在线客服没反应
在线客服没有反应
怎么都联系不上在线客服？",CS Web Chat not working,betway.cn.Portal/CS-Contact
betway,cn,user,Portal/CS-Contact,如何联系在线客服,1,"您可以透过以下途径联系在线客服：
 
点击页面下方【转人工客服】或者，
 
下载<intentlink>在线客服APP 安卓下载版</intentlink>
 
下载<intentlink>在线客服APP 苹果下载版</intentlink>
 
下载<intentlink>在线客服桌面版客户端</intentlink>","人工客服
转接人工客服
在线客服
在线客服在哪
在线客服哪里点
可以给联系客服的链接吗？
我想要和在线客服说话
在线客服链接给我
我要和真人说话
我不要和机器人说话
我不要和机器人对话
你是机器人吗？
给我会说人话的客服
有没有在线客服的app
有没有人工客服的客户端
那个客服app在哪下载
人工
转人工服务",How to Contact CS,betway.cn.Portal/CS-Contact
betway,cn,user,Portal/Hijack,手机版网页被劫持教程,1,"您在手机网页左上方点击三条杠 >点击【防劫软件】，再点击新弹出的窗口内的页面点击>
 
【手机修复DNS查看教程】就可以查询修复教程或您直接点击以下链接查看教程：
 
https://www.biwei6868.com/info/dns/instruction-mobile.htm
 
设置了，还是被劫持？ 您也可以点击<intentlink>必威备用网址</intentlink>尝试看看哦~",手机版网页被劫持,Mobile Site Hijack,betway.cn.Portal/Hijack
betway,cn,user,Portal/Hijack,电脑版网页被劫持教程,1,"您在登陆我们的网页在右上角点击【防劫软件】，再下载桌面版【一键修复】的防劫软件，下载文件后，您可
 
以点击文件尝试修复或您可以参考我们的电脑使用教程：
 
https://www.biwei6868.com/info/dns/instruction-desktop.htm
 
设置了，还是被劫持？ 您也可以点击<intentlink>必威备用网址</intentlink>尝试看看哦~",电脑版网页被劫持,Website Hijack,betway.cn.Portal/Hijack
betway,cn,user,Bet,一般投注额限制,1,"我们的下注是有最低以及最高的限额，以下是我们各个平台的投注设置,您可以参考参考哦~
 
【体育平台】：最低投注是1元， 最高投注是平台方根据赛事风险设置，因此每一场赛事的最高投注限                              额都不一样的
 
【电竞平台】：最低投注是5元， 最高投注是平台方根据赛事风险设置，因此每一场赛事的最高投注限                              额都不一样的
             
【真人平台】：1. AG 最低投注是20元， 不同台桌是会有不同的最高限额
                      2. GD 最低投注是10元， 最高投注是50,000元
 
【老虎机平台】：在老虎机平台，每个游戏的最低一级最高投注额都是有不同的设置，您可以在进入游戏                             后调整相关投注额","你们体育最高投注多少？
最低投注多少
账户有多少钱，才可以投注？
最高投注多少啊
你们一般投注是多少？
这里最低可以投多少？
你们这里最高可以投注多少
最少要多少钱才能投注
你们这个网站可以投多少
投注额多少
你好，这边最大单注投注额多大啊
单注最多可以投多少，最低是多少
一注可以下多少
下注有显示限额
真人可以调底投注限额吗
我问的是真人页面的投注限额
请问真人最低下注金额是多少
体育最高可以投注多少
体育最低可以投注多少
我想请问一下你们这个体育赛事他投注没有限额的吗？",General Betting Limits,betway.cn.Bet
betway,cn,user,Bet,为什么在手机找不到我要的游戏种类？,1,"有些游戏种类是不支持在手机上运行因此在手机上无法搜寻到， 建议您可以使用电脑登入游戏哦~
 
您可能有兴趣：
 
<intentlink>必威网址</intentlink>","我在手机客户端真人app里面找不到牛牛
手机里怎么找不到不朽情缘的这个游戏
手机版MG客户端可以玩篮球巨星吧？
用手机怎么找不到捕鱼王
捕鱼王在哪里，手机上怎么没有？
不朽情缘只能在电脑游戏吗
为什么我在手机找不到不朽情缘这个游戏？
我想问一下，为什么有些游戏电脑有但是手机上没有？
刚刚在电脑上玩的老虎机游戏，怎么手机上没有",Cannot find my game in the mobile version,betway.cn.Bet
betway,cn,user,Bet,怎么进行下注,1,"如果您尚未注册账户，您可以登入我们的必威官网：www.biwei8668.com 进行注册。
 
若您已经注册账户，您需要在存款页面进行存款然后选择想要投注的平台（体育，真人或者老虎机） 选择您要投注的盘口或者游戏 
 
小帮手提醒：投注前记得将主账户的余额转账至相应的游戏钱包哦 ~~","想下注电竞
如何下注
怎么买球
我要下注
怎么下注
我要买彩
足球
想下注
买球
你们这里怎么买球
你们这里怎么买彩
我想买球，怎么买
怎么买彩
下注
买彩
我想买球
怎么投注体育
体育如何下注
我的咋下不了单啊
怎么玩啊",How to bet,betway.cn.Bet
betway,cn,user,Bet,查询投注记录,1,"<form title=""游戏平台"">
   <field>游戏平台</field>
</form>
<webhook>http://webhook.gohelp88.com/Bet/TurnoverCheckSelfservicepageBetway</webhook>","在哪里可以看到我的投注记录
历史投注记录，报表哪里看
怎么看历史投注记录
请问，我的投注记录在哪里可以看到？
有具体的投注记录吗
有否投注记录
怎么查投注记录
投注记录在哪里看
能查历史投注记录么
投注记录怎么查看了
我的投注记录在哪里看
怎么查不到投注记录
哪里看投注记录的
怎么查询投注记录
怎么查看投注记录
我刚才玩的经典百家乐，投注记录怎么查不到
查询不了记录吗？
我投注记录里没有显示
AG的额度记录哪里看
我这查不到GD前面投注的，这里能查？
投注怎么显示一片空白？
投注记录显示一片空白怎么回事？
APP怎么查投注记录？
手机怎么查询投注记录
没有投注记录
刚才我在老虎机赢得钱，在哪里能看到
我有不知道哪里能查询游戏局号，具体时间也记不清楚了，反正就是这一次登录的前一次
MG查询不了游戏记录吗？
轮盘怎么查历史投注记录？
手机真人投注怎么查看投注记录
真人轮盘怎么查历史投注记录
百家乐可以查看到投注记录吗？
AG真人轮盘怎么查历史投注记录
MGLIVE投注记录哪里看？
哪里可以看MG的投注记录
怎么看MG的投注记录
MG投注记录怎么
手机怎么查看AG真人轮盘怎么查历史投注记录
怎么在手机查看真人投注记录，AG的
AG真人手机上查不到投注记录的吗
AG在手机上没有投注记录的吗
AG下注历史手机版有吗
我想查看AG的下注记录，但是找不到选项
AG手机下注记录在哪里呀
APP里怎么查AG真人的下注历史？
我要查回我在AG的历史注单，是联系你们查看还是可以自己查到呢？用的手机
你好怎么查看中奖信息的
怎么看投注的具体内容
我自己的单子怎么查询",Check bet records,betway.cn.Bet
betway,cn,user,Bet,注单事宜,1,"您可以根据以下选项选择您想要进一步咨询的问题~
  
<intentlink>注单未结算</intentlink>
 
<intentlink>注单结算问题</intentlink>
 
<intentlink>结算但还未派彩</intentlink>","我的注单有问题
我的注单什么情况
我的注单怎么了
这个注单有问题，帮我查查
这个注单很有问题啊，难道你们没有发现吗
我觉得这几单投注有问题
这几单投注是不是有问题啊
这个注单是什么状况，怎么这样啊？",Bet Record Matters,betway.cn.Bet
betway,cn,user,Bet,注单可以撤销吗？,1,"不好意思，投注成功的注单是无法取消的呢
 
但是体育平台里是有提前兑现的功能，可以协助您提前卖出您的注单。
 
点击<intentlink>提前兑现</intentlink>了解更多！","中场休息买的单子能撤销吗
我想撤单
我要取消我的注单
能不能帮我取消注单
我买错球赛了。怎么取消
单子填错了，怎么撤单
你给我取消注单，退回本金我买其他
我要求把我下注的注单取消
我的比赛还没开始，可以取消投注吗
买错了能不能撤销
我现在可以把那单撤了不
我买错了可以退吗
滚球投注了还能兑换回来的？我点错了怎么办
可以帮我取消注单吗
投注错了，可以取消吗
我买了一个英格兰的比赛，买错了，是什么梦幻对决，英格兰对意大利，能不能退",How to Undo Bet,betway.cn.Bet
betway,cn,user,Bet,注单尚未结算,1,"如果您有未结算的注单，可以根据您现在的游戏平台选择相应的情况：
 
<intentlink>体育/电竞注单尚未结算</intentlink>
  
 
或者您是遇到了其他关于注单的问题？
 
<intentlink>注单结算问题</intentlink>
 
<intentlink>结算但还未派彩</intentlink>","结算催下
这单都结束了！怎么没结算？
为啥还不结算啊结束半天了
怎么结算那么慢
还没结算，什么情况
请结算一下
麻烦结算下
结算啊
这一单一直没有帮我结算啊
帮忙结算一下
怎么那么久还没结算
还不结算
怎么还不结算
快给我结算
下注的也不结算，怎么回事
结算
结算下
前面的注单尽快结算一下
这单还没有结算啊
还没有结算
速度结算啊
请结算
我有一个注单怎么还不结算
还未结算
怎么半天不结算啊
半天不结算
怎么还没结算
有一单还不结算
这个怎么还没有结算
帮我处理下，怎么还没有结算？
这个注单是还没有结算的
我有3注好几天了也不知道中没中也不结算帮看看
那订单一直不结算
这个还没结算
注单结算
你好吗给结算一下行吗
投注单结算太慢
这单为什么没结算
咨询一下有注一直未结算
还有一个单一直没结算
能不能快点结算
快点结算
投注没结算
快结算
结算一下
没结算给我
显示盈利但没给我结算
钱都没结算给我
怎么还没结算给我
最后那一局的没有结算给我
为什么没有派彩
为什么还没有派彩
我的注单赢了，但是现在还没结算啊
不是，是还没结算
赢了，奖金呢
结算下啊
为什么还没派彩
你好，有一个投注一直没结账",Bet not yet settled,betway.cn.Bet
betway,cn,user,Bet,注单结算问题,1,"额~~ 您是指哪个游戏平台的注单结算错误呢？请根据您现在的情况点击哦~~~
 
<intentlink>体育注单结算问题</intentlink>
 
<intentlink>真人注单结算问题</intentlink>
 
<intentlink>老虎机结算问题</intentlink>","结算不对
结算错误
必威瞎结算？
我有一单结算错了
结算错了
这个订单结算错误
这单结算是不是错了？
这个注单结算错了吗
查下是不是结算错了
这个单子结算错了
我的投注结算有问题
你们帮我结算错了
是不是结算错了
好像结算结少了钱
我这个注单结算有误
这张单子结算错了
这个注单结算错误
我有个单子不对，走盘没退钱还扣我的钱
派彩派错了
我的注单结算有问题
怎么乱结算？盈利不应该这么少的
我的投注是赢钱了，为什么现在是输的呢16:
你们是不是算错了我的注单
为什么你们乱结算
投注单结果有错误",Bet settlement problem,betway.cn.Bet
